created_at,entry_id,field1,field2,field3,field4,field5,field6
2017-12-26 00:32:15 UTC,421,19.84,50.73,9.33,3.10,51,520
2017-12-26 00:33:25 UTC,422,19.83,50.74,9.32,3.10,51,520
2017-12-26 00:34:33 UTC,423,19.87,50.71,9.35,3.09,49,519
2017-12-26 00:35:43 UTC,424,19.91,50.43,9.30,3.08,49,517
2017-12-26 00:36:53 UTC,425,19.86,50.50,9.27,3.08,48,516
2017-12-26 00:38:03 UTC,426,19.79,50.59,9.23,3.06,46,515
2017-12-26 00:39:16 UTC,427,19.79,50.50,9.21,3.06,45,514
2017-12-26 00:40:28 UTC,428,19.74,50.56,9.19,3.05,44,510
2017-12-26 00:41:39 UTC,429,19.87,50.16,9.18,3.04,43,510
2017-12-26 00:42:48 UTC,430,20.16,49.65,9.30,3.03,41,508
2017-12-26 00:43:58 UTC,431,20.03,49.84,9.24,3.02,41,507
2017-12-26 00:45:08 UTC,432,19.90,50.26,9.24,3.02,40,507
2017-12-26 00:46:17 UTC,433,19.99,49.95,9.23,3.01,38,504
2017-12-26 00:47:31 UTC,434,19.86,50.25,9.20,2.99,36,502
2017-12-26 00:48:39 UTC,435,19.89,50.10,9.18,2.98,35,501
2017-12-26 00:49:49 UTC,436,20.06,49.87,9.27,2.98,34,499
2017-12-26 00:51:02 UTC,437,19.94,50.24,9.27,2.96,31,497
2017-12-26 00:52:11 UTC,438,19.99,49.91,9.22,2.95,31,495
2017-12-26 00:53:22 UTC,439,19.99,49.94,9.23,2.93,28,492
2017-12-26 00:54:32 UTC,440,19.94,50.06,9.22,2.92,27,490
2017-12-26 00:55:41 UTC,441,20.03,49.81,9.23,2.91,25,488
2017-12-26 00:56:54 UTC,442,19.84,50.25,9.19,2.89,22,485
2017-12-26 00:58:00 UTC,443,19.77,50.43,9.18,2.88,21,482
2017-12-26 00:59:09 UTC,444,19.82,50.46,9.22,2.86,18,480
2017-12-26 01:00:19 UTC,445,19.77,50.50,9.20,2.83,14,476
2017-12-26 01:01:28 UTC,446,19.91,50.16,9.22,2.82,13,472
2017-12-26 01:02:38 UTC,447,19.86,50.31,9.22,2.78,9,469
2017-12-26 01:03:48 UTC,448,19.82,50.23,9.15,2.76,5,464
2017-12-26 01:04:57 UTC,449,19.91,50.09,9.20,2.74,1,459
2017-12-26 01:06:07 UTC,450,19.82,50.32,9.18,2.71,-2,454
2017-12-26 01:07:16 UTC,451,19.77,50.41,9.17,2.67,-7,448
2017-12-26 01:08:25 UTC,452,19.86,50.22,9.19,2.62,-14,439
2017-12-26 01:09:35 UTC,453,19.82,50.23,9.15,2.54,-25,426
2017-12-26 01:10:44 UTC,454,19.83,50.14,9.14,2.41,-43,404
2017-12-26 01:11:54 UTC,455,19.56,50.80,9.09,2.17,-75,365
2017-12-26 19:29:37 UTC,456,nan,nan,nan,0.16,-358,17
2017-12-26 19:30:51 UTC,457,nan,nan,nan,2.12,-81,357
2017-12-26 19:41:39 UTC,458,nan,nan,nan,2.40,-61,372
2017-12-27 09:19:59 UTC,459,0,,,,,
